DEVICETYPENAME,IMAGES,TTI,FREQ
Mobile,1788,5134.000,31
Desktop,1809,8300.000,31
Desktop,1416,5493.000,31
Mobile,1623,16736.000,31
Desktop,1718,9435.000,31
Desktop,1631,6774.000,31
Desktop,2193,7856.000,31
Tablet,1161,5886.000,31
Mobile,1512,7431.000,31
Desktop,1511,7335.000,31
Mobile,1648,8443.000,31
Desktop,2163,6283.000,31
Desktop,1608,5299.000,31
Mobile,1609,6820.000,31
Mobile,1993,12356.000,31
Tablet,1118,8324.000,31
Desktop,1693,4763.000,31
Tablet,1093,4301.000,31
Mobile,1581,8960.000,31
Mobile,1876,6982.000,31
Tablet,1051,8911.000,31
Desktop,1733,8837.500,30
Desktop,1503,7159.000,30
Mobile,2546,14246.000,30
Tablet,1240,3460.000,30
Desktop,1748,6584.000,30
Desktop,2192,6678.000,30
Tablet,1110,5385.500,30
Tablet,1319,5880.500,30
Desktop,1644,6030.500,30
Mobile,2249,5449.500,30
Tablet,1668,10484.000,30
Mobile,1391,7396.500,30
Tablet,1199,7164.500,30
Mobile,1780,7620.000,30
Mobile,2233,10183.500,30
Desktop,1734,6910.000,30
Tablet,1129,5849.500,30
Mobile,1842,13090.500,30
Tablet,1265,5486.000,30
Desktop,1366,5102.500,30
Desktop,1634,5810.500,30
Mobile,1882,7654.500,30
Desktop,4786,7970.500,30
Mobile,1864,10787.000,30
Mobile,2004,7140.500,30
Mobile,1918,8478.500,30
Tablet,1509,7812.500,30
Tablet,1382,4120.500,30
Tablet,1158,6798.000,30
Desktop,1951,8533.000,29
Tablet,1155,6758.000,29
Desktop,1781,9966.000,29
Mobile,1885,9032.000,29
Mobile,1497,7854.000,29
Desktop,1727,8743.000,29
Desktop,1621,6439.000,29
Tablet,1073,8981.000,29
Tablet,1243,5691.000,29
Mobile,1598,7511.000,29
Mobile,1850,8312.000,29
Mobile,1665,8517.000,29
Desktop,1877,4394.000,29
Tablet,1087,5058.000,29
Mobile,1908,10555.000,29
Mobile,1465,7688.000,29
Desktop,3274,5088.000,29
Tablet,1147,5712.000,29
Desktop,4137,7697.000,29
Mobile,1415,12455.000,29
Desktop,1883,6168.000,29
Desktop,1692,4419.000,29
Desktop,1815,8397.000,29
Desktop,1911,7093.000,29
Desktop,1947,7816.000,29
Tablet,1123,7203.000,28
Desktop,1722,7987.000,28
Tablet,1115,4914.500,28
Mobile,1905,8348.500,28
Mobile,1416,12681.500,28
Mobile,1498,7237.500,28
Mobile,2590,16219.500,28
Tablet,1470,4487.000,28
Desktop,1882,6236.500,28
Tablet,1141,6734.500,28
Desktop,1875,9180.500,28
Tablet,1173,5415.500,28
Mobile,1617,6619.000,28
Mobile,1903,10275.000,28
Mobile,2338,13925.000,28
Tablet,1387,9216.000,28
Desktop,1502,5503.500,28
Desktop,1744,9754.000,28
Mobile,2273,4264.000,28
Desktop,2000,6358.000,28
Desktop,2179,11444.000,28
Desktop,1880,8864.000,28
Mobile,1462,8278.500,28
Tablet,1237,9707.000,28
Mobile,2042,8667.500,28
Desktop,2702,3587.000,28
Desktop,1940,8773.000,28
Mobile,1722,8440.500,28
Desktop,1746,7658.500,28
Mobile,1932,10180.500,28
Mobile,1568,7687.500,28
Tablet,1192,8375.500,28
Tablet,1111,8283.000,28
Desktop,1505,7315.000,28
Desktop,1637,7496.000,27
Tablet,1322,6873.000,27
Mobile,2386,9979.000,27
Tablet,1149,6848.000,27
Mobile,1611,6594.000,27
Desktop,2030,7946.000,27
Desktop,1622,8493.000,27
Desktop,1842,8920.000,27
Mobile,1430,4896.000,27
Desktop,1792,6432.000,27
Desktop,1499,4724.000,27
Desktop,1427,7523.000,27
Mobile,2359,25950.000,27
Desktop,1405,6480.000,27
Desktop,1879,10751.000,27
Mobile,1944,7215.000,27
Mobile,1954,14292.000,27
Mobile,1461,11354.000,27
Mobile,1804,14428.000,27
Mobile,2313,3922.000,27
Tablet,1752,8518.000,27
Tablet,1904,4902.000,27
Desktop,2289,8351.000,27
Mobile,1578,6698.000,27
Desktop,1761,6035.000,27
Desktop,2273,5780.000,27
Tablet,1646,5707.000,27
Tablet,2206,5086.000,27
Mobile,1931,9144.000,27
Desktop,2055,6405.000,27
Mobile,1577,7690.000,26
Tablet,1766,6340.500,26
Tablet,2207,3444.500,26
Tablet,1396,14885.500,26
Tablet,1429,6938.000,26
Desktop,1814,6563.500,26
Mobile,1728,8979.500,26
Mobile,1924,9033.000,26
Mobile,1906,9698.000,26
Tablet,1042,3988.000,26
Desktop,3271,5476.000,26
Mobile,2196,3483.000,26
Desktop,1561,4687.500,26
Mobile,2161,8109.500,26
Desktop,1888,8799.500,26
Desktop,1973,9639.000,26
Desktop,1613,7888.500,26
Mobile,1865,8192.000,26
Desktop,8125,11980.000,26
Mobile,1844,12777.000,26
Mobile,2199,35028.000,26
Desktop,1418,9063.000,26
Desktop,1824,11495.000,26
Mobile,2512,13476.000,25
Mobile,2041,19987.000,25
Mobile,1836,11087.000,25
Mobile,1946,21551.000,25
Desktop,1848,7375.000,25
Mobile,1522,4704.000,25
Tablet,1081,8903.000,25
Mobile,2232,4400.000,25
Mobile,1386,6771.000,25
Desktop,1853,6899.000,25
Desktop,1934,6819.000,25
Tablet,1586,4545.000,25
Mobile,1785,5188.000,25
Mobile,1502,7002.000,25
Tablet,1292,6781.000,25
Tablet,1086,6462.000,25
Mobile,1715,10308.000,25
Mobile,2234,5611.000,25
Mobile,1576,6856.000,25
Tablet,1135,7757.000,25
Tablet,1748,4144.000,25
Desktop,2201,8637.000,25
Desktop,2137,7359.000,25
Tablet,1091,5313.000,25
Tablet,1266,4153.000,25
Desktop,1950,7211.000,25
Tablet,1137,7928.000,25
Desktop,1609,6425.000,25
Desktop,1924,6322.000,25
Desktop,1742,6601.000,25
Mobile,2156,6616.000,25
Desktop,1805,7872.000,25
Mobile,2120,10923.000,25
Mobile,2069,7724.000,25
Tablet,1798,11406.000,25
Tablet,1262,5587.000,25
Mobile,1987,8014.000,25
Desktop,1971,9227.500,24
Mobile,1854,9435.000,24
Tablet,1225,5360.000,24
Tablet,1330,5310.500,24
Tablet,1565,5683.000,24
Tablet,1567,5250.500,24
Tablet,1224,6402.500,24
Mobile,2263,4401.500,24
Desktop,1783,8784.000,24
Tablet,1589,6881.500,24
Mobile,1848,11541.000,24
Tablet,1769,10853.000,24
Mobile,1988,11792.500,24
Desktop,2005,5040.000,24
Mobile,2060,8236.000,24
Desktop,1915,4531.500,24
Desktop,1737,5699.000,24
Mobile,2056,10523.500,24
Desktop,1903,9928.500,24
Desktop,1732,5131.000,24
Mobile,1473,10649.000,24
Tablet,1346,5411.000,24
Desktop,1826,11022.000,24
Tablet,1597,3737.000,24
Desktop,1840,7979.500,24
Mobile,1857,7368.500,24
Mobile,1915,12470.000,24
Tablet,1095,8048.500,24
Tablet,1258,7834.500,24
Mobile,1940,10349.000,24
Tablet,1909,12681.000,24
Desktop,1837,8154.500,24
Tablet,2202,3575.000,24
Desktop,1919,10237.000,24
Desktop,2006,8709.000,24
Desktop,1928,6531.500,24
Tablet,1352,6714.000,23
Tablet,3276,7578.000,23
Mobile,1471,8322.000,23
Desktop,2197,7291.000,23
Mobile,2875,30196.000,23
Desktop,1901,10351.000,23
Mobile,2054,6739.000,23
Desktop,1967,8776.000,23
Mobile,1691,8245.000,23
Tablet,1222,5519.000,23
Mobile,1525,4661.000,23
Mobile,2240,6776.000,23
Desktop,2060,10072.000,23
Tablet,1217,8025.000,23
Desktop,1844,10143.000,23
Desktop,1904,8063.000,23
Tablet,1329,5342.000,23
Desktop,2314,3382.000,23
Desktop,2274,5297.000,23
Mobile,2288,7110.000,23
Mobile,2275,2530.000,23
Desktop,2095,7212.000,23
Desktop,1961,5223.000,23
Mobile,2251,6880.000,23
Mobile,1540,5917.000,23
Mobile,1531,5540.000,23
Desktop,2062,6882.000,23
Mobile,2441,7097.000,23
Desktop,1747,6657.000,23
Mobile,2160,14178.000,23
Tablet,1327,7151.000,23
Tablet,1651,9116.000,23
Tablet,1569,3543.000,23
Desktop,1965,10954.000,23
Tablet,1215,7905.000,23
Tablet,1247,5286.500,22
Desktop,1801,5697.500,22
Desktop,1991,6659.000,22
Tablet,5051,3262.000,22
Mobile,1547,11940.000,22
Tablet,1777,10428.000,22
Mobile,1986,16603.000,22
Mobile,1732,7645.000,22
Mobile,1838,8407.000,22
Desktop,1868,11174.000,22
Mobile,1881,21823.500,22
Tablet,1248,3089.000,22
Mobile,1692,8312.000,22
Desktop,3281,6200.500,22
Desktop,3431,6197.500,22
Tablet,1524,8198.000,22
Mobile,1634,8279.500,22
Desktop,1739,7992.000,22
Tablet,1182,6669.000,22
Mobile,2127,12175.500,22
Tablet,1571,2922.000,22
Mobile,2075,17852.500,22
Tablet,1302,7019.500,22
Tablet,2208,7298.000,22
Desktop,1807,5815.000,22
Tablet,1299,2831.000,22
Desktop,4029,913.500,22
Tablet,1862,8993.000,22
Desktop,1771,6954.000,22
Tablet,1229,7614.000,22
Tablet,1674,8683.500,22
Desktop,1740,6931.000,22
Desktop,1652,5747.000,22
Tablet,1178,5987.000,22
Tablet,1587,2699.000,21
Mobile,2104,4211.000,21
Desktop,1830,5950.000,21
Tablet,1293,6505.000,21
Desktop,2131,7236.000,21
Mobile,1922,10199.000,21
Mobile,1963,11075.000,21
Mobile,3276,6311.000,21
Tablet,1776,12517.000,21
Desktop,1944,7896.000,21
Tablet,2235,2784.000,21
Mobile,2115,7232.000,21
Desktop,1941,8782.000,21
Desktop,1871,10882.000,21
Mobile,2384,29153.000,21
Desktop,1976,8065.000,21
Desktop,1625,9314.000,21
Tablet,1757,10358.000,21
Tablet,1083,6282.000,21
Mobile,1936,9102.000,21
Desktop,2185,6068.000,21
Mobile,1841,10656.000,21
Tablet,1176,5624.000,21
Desktop,2012,9361.000,21
Tablet,1407,7393.000,21
Desktop,1986,8139.000,21
Desktop,2129,5984.000,21
Tablet,1592,1872.000,21
Mobile,1425,10123.000,21
Tablet,1702,6478.000,21
Mobile,1561,11913.000,21
Tablet,1377,8633.000,21
Mobile,1962,10727.000,21
Mobile,1625,13533.000,21
Desktop,1843,7775.000,21
Mobile,1504,11277.000,21
Tablet,1114,5043.000,21
Mobile,2698,16112.000,21
Mobile,3067,18753.000,21
Mobile,1833,6740.000,21
Tablet,1447,9895.000,21
Desktop,2162,4018.000,21
Mobile,2300,12793.000,21
Tablet,1478,6652.000,21
Mobile,1543,5607.000,21
Tablet,1221,9488.000,20
Tablet,1119,5929.000,20
Tablet,1150,6345.000,20
Mobile,2022,25944.000,20
Tablet,1384,5483.500,20
Mobile,1861,7498.500,20
Desktop,1858,14618.000,20
Mobile,1846,5579.000,20
Tablet,1259,8467.500,20
Desktop,1867,10460.000,20
Mobile,1710,8250.000,20
Desktop,1897,9446.000,20
Desktop,2167,9631.000,20
Desktop,3335,5975.000,20
Mobile,1584,6748.500,20
Mobile,1678,9072.500,20
Desktop,2063,6944.500,20
Mobile,2052,8160.500,20
Tablet,1350,5330.500,20
Mobile,1877,14968.500,20
Desktop,2144,6501.000,20
Desktop,1630,5886.500,20
Tablet,1768,6408.000,20
Desktop,2049,7169.500,20
Desktop,1808,8744.500,20
Mobile,2207,4563.500,20
Mobile,1847,8874.500,20
Tablet,1260,5972.500,20
Tablet,1347,8113.500,20
Desktop,2067,6382.500,20
Mobile,1738,7181.000,20
Tablet,1074,6786.000,20
Mobile,1853,10080.000,20
Mobile,2254,11547.500,20
Tablet,1385,5674.000,20
Tablet,2232,2965.500,20
Desktop,1870,12889.500,20
Desktop,2196,6002.500,20
Tablet,1315,6692.000,19
Mobile,1652,10439.000,19
Mobile,3270,6080.000,19
Mobile,2024,8191.000,19
Mobile,1967,8667.000,19
Mobile,2145,10843.000,19
Desktop,2072,10079.000,19
Mobile,2439,6972.000,19
Desktop,2166,9118.000,19
Desktop,2291,9373.000,19
Tablet,1610,6370.000,19
Tablet,1353,3926.000,19
Desktop,1813,9942.000,19
Tablet,1230,5544.000,19
Desktop,1992,6858.000,19
Tablet,1227,5653.000,19
Mobile,1942,9446.000,19
Mobile,2556,14243.000,19
Desktop,2271,6979.000,19
Mobile,2318,10334.000,19
Desktop,1854,7485.000,19
Mobile,1637,6912.000,19
Mobile,1951,13244.000,19
Mobile,5041,4507.000,19
Mobile,2128,12241.000,19
Mobile,1601,6790.000,19
Mobile,1682,7312.000,19
Desktop,3268,6661.000,19
Desktop,1828,8806.000,19
Tablet,1937,11468.000,19
Desktop,1921,8238.000,19
Tablet,1304,3820.000,19
Desktop,2276,4819.000,19
Mobile,7686,5356.000,19
Desktop,1916,5928.000,19
Tablet,1338,5054.000,19
Desktop,2120,7636.000,19
Tablet,2269,4533.000,19
Desktop,1874,6361.000,18
Tablet,1527,7912.500,18
Mobile,2071,11723.000,18
Tablet,1374,7201.000,18
Mobile,1816,9065.500,18
Tablet,1658,3546.500,18
Tablet,1529,5211.500,18
Tablet,1929,15962.500,18
Desktop,1945,7246.500,18
Desktop,1618,8875.500,18
Tablet,1393,8703.500,18
Tablet,2234,1765.500,18
Mobile,2050,8084.000,18
Desktop,2161,7014.000,18
Desktop,2031,8172.500,18
Mobile,1464,5235.000,18
Desktop,2068,6622.500,18
Tablet,1331,9126.500,18
Desktop,2345,8519.000,18
Tablet,1306,4500.000,18
Tablet,1708,4901.500,18
Mobile,1720,9384.000,18
Desktop,2171,5076.000,18
Tablet,1218,4574.000,18
Desktop,1745,6577.500,18
Tablet,1337,5555.000,18
Desktop,2024,7463.500,18
Desktop,2310,9046.000,18
Mobile,3273,6017.000,18
Tablet,1764,5188.000,18
Desktop,1791,8120.500,18
Mobile,1956,6566.000,18
Tablet,1759,14842.000,18
Desktop,1936,8430.000,18
Tablet,1417,5553.000,18
Desktop,1923,5892.500,18
Desktop,1741,5475.000,18
Desktop,2290,9260.500,18
Desktop,2634,14407.500,18
Desktop,1876,8758.500,18
Tablet,1889,13215.000,18
Desktop,2188,7258.500,18
Mobile,1714,7338.000,18
Tablet,1773,5490.000,18
Tablet,1684,4027.500,18
Tablet,1700,9004.500,18
Tablet,1289,3672.500,18
Tablet,1519,4414.500,18
Desktop,2272,5076.000,18
Mobile,2014,7261.500,18
Mobile,1896,8703.000,18
Desktop,1887,6624.500,18
Desktop,7687,5149.000,17
Desktop,1714,6272.000,17
Mobile,2264,5111.000,17
Tablet,1080,5381.000,17
Mobile,2824,15612.000,17
Tablet,1251,6211.000,17
Tablet,1851,4487.000,17
Desktop,1985,7726.000,17
Mobile,2059,14948.000,17
Tablet,2228,3594.000,17
Tablet,1386,5314.000,17
Desktop,1845,6780.000,17
Tablet,1583,5715.000,17
Tablet,5040,4332.000,17
Mobile,1874,9333.000,17
Desktop,2052,8350.000,17
Mobile,3060,16340.000,17
Tablet,1254,7210.000,17
Tablet,2164,33815.000,17
Desktop,1819,7033.000,17
Desktop,1833,6567.000,17
Tablet,1679,3090.000,17
Desktop,2299,4074.000,17
Tablet,1193,7238.000,17
Desktop,2994,3029.000,17
Desktop,1932,11167.000,17
Desktop,2186,10633.000,17
Mobile,1989,17688.000,17
Mobile,2668,23077.000,17
Desktop,1994,5301.000,17
Tablet,1705,5446.000,17
Mobile,1463,10114.000,17
Mobile,1459,7360.000,17
Desktop,1682,7507.000,17
Tablet,1236,3931.000,17
Desktop,2156,5338.000,17
Mobile,2353,27713.000,17
Desktop,2195,7035.000,17
Mobile,1895,8413.000,17
Desktop,2480,6813.000,17
Tablet,1220,9300.000,17
Mobile,2106,10194.000,17
Desktop,1788,11042.000,17
Desktop,1738,6325.000,17
Desktop,2343,11546.000,17
Desktop,2165,13224.000,17
Desktop,2177,9511.000,17
Mobile,1572,9359.000,17
Mobile,5046,2590.000,17
Desktop,1964,9280.000,17
Tablet,1228,5673.000,16
Desktop,2041,7499.000,16
Tablet,2231,4891.000,16
Tablet,1448,6813.500,16
Tablet,1820,12570.000,16
Desktop,1812,5659.500,16
Mobile,1472,8230.000,16
Tablet,1799,12753.000,16
Desktop,2059,8401.500,16
Tablet,1406,9386.000,16
Desktop,2441,5438.500,16
Mobile,2091,22143.000,16
Desktop,1817,5958.000,16
Desktop,2313,9733.500,16
Desktop,1864,10570.500,16
Tablet,1362,7751.500,16
Tablet,1089,5733.500,16
Tablet,1493,11192.000,16
Mobile,1894,10145.000,16
Mobile,2146,6976.500,16
Tablet,1171,5994.500,16
Desktop,2154,5345.000,16
Tablet,1541,4691.500,16
Desktop,2589,11471.000,16
Tablet,1311,4201.500,16
Mobile,2098,13143.500,16
Tablet,1351,5473.000,16
Desktop,2091,6246.000,16
Mobile,2009,8348.000,16
Desktop,1902,11434.500,16
Tablet,1520,6720.500,16
Desktop,1933,14343.500,16
Desktop,1946,8490.500,16
Tablet,1765,11225.000,16
Tablet,1151,7430.500,16
Mobile,2499,8367.000,16
Desktop,1810,10112.000,16
Desktop,3174,8096.500,16
Desktop,1970,6318.500,16
Tablet,1300,5960.500,16
Desktop,1954,7845.000,16
Mobile,1499,7915.000,16
Tablet,1729,6332.500,16
Tablet,1871,2010.500,16
Desktop,4136,9562.500,16
Mobile,2090,8229.000,16
Tablet,1481,7525.500,16
Desktop,3432,7450.500,16
Mobile,2111,10503.500,16
Tablet,1348,5879.000,16
Mobile,2478,13347.500,16
Desktop,1834,5755.000,15
Desktop,3282,5032.000,15
Tablet,1359,10905.000,15
Tablet,5049,4390.000,15
Mobile,1950,13926.000,15
Desktop,1918,17112.000,15
Mobile,1926,8495.000,15
Tablet,1263,6706.000,15
Desktop,3332,5440.000,15
Mobile,1860,10243.000,15
Desktop,2384,20812.000,15
Desktop,1804,5594.000,15
Mobile,1746,8287.000,15
Desktop,1847,5570.000,15
Mobile,1845,12335.000,15
Tablet,1704,5115.000,15
Tablet,1642,5090.000,15
Desktop,2111,4352.000,15
Mobile,2020,7585.000,15
Mobile,2094,24756.000,15
Desktop,2090,8753.000,15
Tablet,1249,5173.000,15
Mobile,5059,2747.000,15
Mobile,2398,10641.000,15
Desktop,2008,7296.000,15
Desktop,2363,14581.000,15
Desktop,2040,6230.000,15
Tablet,1612,12682.000,15
Mobile,1982,12271.000,15
Desktop,2122,9491.000,15
Tablet,1468,5800.000,15
Mobile,2130,13154.000,15
Desktop,1869,10038.000,15
Desktop,2073,4939.000,15
Mobile,2183,10685.000,15
Desktop,2015,6589.000,15
Mobile,2116,4617.000,15
Mobile,2194,3075.000,15
Mobile,1916,13806.000,15
Desktop,2023,6178.000,15
Mobile,2157,7524.000,15
Desktop,2009,10822.000,15
Mobile,2006,6277.000,15
Tablet,1388,8163.000,15
Mobile,4789,16298.000,15
Mobile,2112,8312.000,15
Tablet,1313,8614.000,15
Tablet,1540,4339.000,15
Tablet,1434,7179.000,15
Mobile,2490,8649.000,15
Desktop,2136,6623.000,15
Mobile,2087,12978.000,15
Desktop,1822,9617.000,15
Desktop,2070,5266.000,15
Mobile,1742,10470.000,15
Mobile,1996,9628.000,15
Tablet,1255,5710.000,15
Tablet,1781,10039.000,15
Mobile,2186,6087.000,15
Desktop,2065,7475.000,15
Tablet,1355,5420.000,15
Desktop,1896,6766.000,15
Desktop,2054,7791.000,15
Mobile,2144,17505.000,15
Desktop,1872,7861.000,14
Tablet,1301,7629.000,14
Tablet,1324,10761.000,14
Mobile,2023,11144.500,14
Desktop,2121,5645.500,14
Mobile,2061,17036.000,14
Mobile,1948,8356.500,14
Mobile,2349,18490.000,14
Desktop,1987,7078.000,14
Mobile,2063,13996.000,14
Desktop,1873,6294.000,14
Mobile,2073,15274.500,14
Mobile,2172,14720.000,14
Tablet,1600,4768.000,14
Tablet,1356,13664.500,14
Mobile,1978,8121.000,14
Tablet,1309,9023.000,14
Mobile,2302,10515.500,14
Mobile,2132,12790.000,14
Desktop,2135,5090.500,14
Tablet,1763,6039.500,14
Desktop,2013,4144.500,14
Mobile,1933,9270.000,14
Mobile,2239,3049.500,14
Tablet,2243,2761.000,14
Desktop,1939,6984.500,14
Mobile,2027,7588.000,14
Tablet,1316,5362.500,14
Desktop,2064,4264.000,14
Tablet,1339,7931.500,14
Tablet,1320,7490.500,14
Tablet,2230,5646.500,14
Mobile,2051,15579.500,14
Mobile,2388,28882.000,14
Tablet,1335,8872.000,14
Tablet,1960,11187.500,14
Tablet,1257,5389.000,14
Tablet,1539,6119.000,14
Mobile,1835,10347.500,14
Tablet,1379,4507.500,14
Desktop,7651,6032.000,14
Desktop,2080,4743.500,14
Tablet,1913,10778.500,14
Tablet,1419,4157.000,14
Mobile,1549,7158.500,14
Desktop,2168,9946.000,14
Tablet,1241,7169.000,14
Tablet,1395,5391.000,14
Tablet,1421,5719.000,14
Mobile,2588,14722.500,14
Mobile,1981,14975.500,14
Desktop,1972,7373.500,14
Desktop,2066,10638.000,14
Desktop,1890,7593.000,14
Mobile,2626,12033.000,14
Tablet,1365,6778.000,14
Tablet,1354,9157.500,14
Desktop,1956,10989.500,14
Mobile,5047,3157.000,14
Tablet,1802,9385.500,14
Tablet,1989,10614.500,14
Mobile,2049,15775.000,14
Tablet,1477,6375.000,14
Desktop,1886,10765.500,14
Desktop,2042,12730.000,14
Tablet,1884,8993.500,14
Tablet,2069,6515.500,14
Mobile,2261,7225.000,14
Tablet,1754,11205.000,14
Tablet,1523,5484.000,13
Desktop,2093,9280.000,13
Desktop,2025,6826.000,13
Tablet,1226,5638.000,13
Desktop,2172,7402.000,13
Tablet,2176,36541.000,13
Desktop,2133,6511.000,13
Mobile,1976,9353.000,13
Mobile,2005,6067.000,13
Mobile,3014,9699.000,13
Tablet,1607,5861.000,13
Tablet,1823,13238.000,13
Desktop,2051,7833.000,13
Mobile,2029,14626.000,13
Desktop,5308,8816.000,13
Desktop,2100,6429.000,13
Tablet,1475,4796.000,13
Mobile,1957,14405.000,13
Desktop,1720,4877.000,13
Mobile,2446,17760.000,13
Desktop,2465,11282.000,13
Mobile,2241,4692.000,13
Desktop,3280,6343.000,13
Mobile,1573,8339.000,13
Tablet,1970,11184.000,13
Tablet,5045,6362.000,13
Desktop,1782,6785.000,13
Mobile,1583,6710.000,13
Desktop,1865,11274.000,13
Desktop,3283,4445.000,13
Desktop,1789,8486.000,13
Desktop,2511,12365.000,13
Mobile,2309,5180.000,13
Desktop,1835,10365.000,13
Tablet,1753,8478.000,13
Tablet,1974,11606.000,13
Desktop,2198,10356.000,13
Desktop,2026,6927.000,13
Mobile,1983,18380.000,13
Mobile,1839,18256.000,13
Tablet,1696,4702.000,13
Mobile,3082,20091.000,13
Mobile,2047,20206.000,13
Tablet,1758,9382.000,13
Desktop,2507,10424.000,13
Tablet,1340,11736.000,13
Mobile,2164,11570.000,13
Mobile,2193,8833.000,13
Mobile,7650,4677.000,13
Tablet,1518,5045.000,13
Mobile,2442,11204.000,13
Desktop,2359,6204.000,13
Tablet,1389,10935.000,13
Mobile,1811,6075.000,13
Tablet,1615,6139.000,13
Tablet,1234,4043.000,13
Tablet,1756,8173.000,13
Tablet,5048,6742.000,13
Tablet,1400,6824.000,13
Desktop,2380,8520.000,13
Desktop,1811,7861.000,13
Mobile,2168,14943.000,13
Tablet,2499,14547.000,13
Desktop,2880,7502.000,13
Mobile,2608,24481.000,13
Mobile,2310,18004.000,12
Mobile,2896,15808.000,12
Tablet,1326,4914.000,12
Mobile,2908,16748.000,12
Desktop,1839,7265.000,12
Tablet,1849,9478.000,12
Tablet,1295,9178.500,12
Desktop,2134,8121.500,12
Desktop,1996,10133.500,12
Tablet,1938,14563.500,12
Desktop,1920,10710.500,12
Mobile,2117,10848.000,12
Tablet,1332,10540.500,12
Mobile,1418,5902.000,12
Mobile,2162,13483.500,12
Tablet,1297,5502.000,12
Tablet,1987,6154.500,12
Tablet,1588,7563.500,12
Mobile,2185,10464.000,12
Desktop,1863,12584.500,12
Mobile,1945,13984.000,12
Tablet,1323,12752.000,12
Mobile,2635,19014.000,12
Mobile,3004,7994.000,12
Tablet,1307,5311.500,12
Tablet,1761,4710.000,12
Tablet,2189,7466.500,12
Desktop,2892,9155.000,12
Tablet,1314,3841.000,12
Desktop,2117,4044.500,12
Tablet,1466,7884.000,12
Mobile,2167,15726.000,12
Desktop,2105,6586.500,12
Desktop,2022,7364.500,12
Desktop,2036,8391.500,12
Desktop,2079,7660.000,12
Tablet,1256,6709.000,12
Tablet,5044,6095.500,12
Desktop,2586,6104.000,12
Mobile,5045,3641.500,12
Desktop,2102,8288.000,12
Tablet,1325,4750.000,12
Mobile,1740,9622.500,12
Mobile,5051,1417.500,12
Mobile,2122,7058.500,12
Desktop,8126,10413.000,12
Tablet,1796,11670.500,12
Desktop,2346,14322.500,12
Desktop,2440,6662.000,12
Tablet,1782,1819.000,12
Desktop,2056,6127.000,12
Tablet,2245,5855.500,12
Mobile,2356,16415.000,12
Desktop,2089,7516.000,12
Mobile,2013,10403.000,12
Desktop,2011,9318.500,12
Tablet,1344,9559.000,12
Tablet,1673,5934.000,12
Desktop,2016,5181.500,12
Tablet,1537,5200.000,12
Desktop,2315,8491.000,12
Tablet,1695,15235.000,12
Desktop,4793,5661.000,12
Desktop,2555,17643.000,12
Desktop,1917,6323.500,12
Desktop,2175,26794.000,12
Tablet,1591,5555.500,12
Mobile,1920,10451.000,12
Mobile,2826,6193.000,12
Tablet,2126,3075.500,12
Desktop,2149,7855.000,12
Desktop,2187,9316.000,11
Desktop,2312,3998.000,11
Tablet,1235,6807.000,11
Tablet,1793,5976.000,11
Desktop,5044,3398.000,11
Desktop,2492,7286.000,11
Tablet,1232,7437.000,11
Desktop,2916,10544.000,11
Mobile,3266,5979.000,11
Mobile,2198,7761.000,11
Tablet,1515,11937.000,11
Desktop,1881,6321.000,11
Tablet,1670,14052.000,11
Tablet,1364,11043.000,11
Mobile,2011,12632.000,11
Mobile,1574,9093.000,11
Desktop,2118,4017.000,11
Tablet,1578,8111.000,11
Desktop,2053,4558.000,11
Tablet,1717,17362.000,11
Tablet,1559,7619.000,11
Tablet,1219,6845.000,11
Desktop,1856,14274.000,11
Tablet,1204,9726.000,11
Desktop,2491,8163.000,11
Desktop,1866,6412.000,11
Mobile,1514,8247.000,11
Desktop,2635,5598.000,11
Mobile,2067,9064.000,11
Desktop,2466,10104.000,11
Desktop,2385,8113.000,11
Tablet,1585,9058.000,11
Desktop,3004,9369.000,11
Tablet,1786,10858.000,11
Desktop,3250,4386.000,11
Tablet,2188,3984.000,11
Mobile,5056,3546.000,11
Mobile,2064,6789.000,11
Mobile,2096,12448.000,11
Mobile,2072,9523.000,11
Tablet,2636,8879.000,11
Tablet,2190,12118.000,11
Mobile,2277,10387.000,11
Tablet,1342,4458.000,11
Tablet,1383,6145.000,11
Mobile,2293,9373.000,11
Desktop,2341,4224.000,11
Mobile,2093,23169.000,11
Desktop,2317,11127.000,11
Desktop,1861,7731.000,11
Tablet,1345,7159.000,11
Tablet,1602,3312.000,11
Desktop,2094,7501.000,11
Desktop,2697,11561.000,11
Mobile,2218,5661.000,11
